Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Australian Capital Territory,Australia,2021-07-29 22:30:58,-35.4735,149.0124,124,3,121,0.0,,28.96519504788601,,,2.4193548387096775,3601,AUS,,
New South Wales,Australia,2021-07-29 22:30:58,-33.8688,151.2093,8531,67,,8464.0,,105.08745996550874,,,0.7853709998827805,3602,AUS,,
Northern Territory,Australia,2021-07-29 22:30:58,-12.4634,130.8456,197,0,190,7.0,,80.21172638436482,,,0.0,3603,AUS,,
Queensland,Australia,2021-07-29 22:30:58,-27.4698,153.0251,1791,7,1717,67.0,,35.01124034796208,,,0.3908431044109436,3604,AUS,,
South Australia,Australia,2021-07-29 22:30:58,-34.9285,138.6007,859,4,829,26.0,,48.9040705949331,,,0.46565774155995343,3605,AUS,,
Tasmania,Australia,2021-07-29 22:30:58,-42.8821,147.3272,234,13,221,0.0,,43.69747899159664,,,5.555555555555555,3606,AUS,,
Victoria,Australia,2021-07-29 22:30:58,-37.8136,144.9631,20939,820,19914,205.0,,315.8267847177182,,,3.916137351353933,3607,AUS,,
Western Australia,Australia,2021-07-29 22:30:58,-31.9505,115.8605,1057,9,1032,16.0,,40.180947312400214,,,0.8514664143803217,3608,AUS,,
Antwerp,Belgium,2021-07-29 22:30:58,51.2195,4.4024,147438,0,,147438.0,,7935.366574344478,,,0.0,5601,BEL,,
Brussels,Belgium,2021-07-29 22:30:58,50.8503,4.3517,139359,0,,139359.0,,11531.167307383608,,,0.0,5602,BEL,,
East Flanders,Belgium,2021-07-29 22:30:58,51.0362,3.7373,129037,0,,129037.0,,8516.933938104265,,,0.0,5603,BEL,,
Flemish Brabant,Belgium,2021-07-29 22:30:58,50.9167,4.5833,87026,0,,87026.0,,7592.732348899601,,,0.0,5604,BEL,,
Hainaut,Belgium,2021-07-29 22:30:58,50.5257,4.0621,163128,0,,163128.0,,12135.323948607429,,,0.0,5605,BEL,,
Liege,Belgium,2021-07-29 22:30:58,50.4496,5.8492,133566,0,,133566.0,,12065.669851272638,,,0.0,5606,BEL,,
Limburg,Belgium,2021-07-29 22:30:58,50.9739,5.342,63223,0,,63223.0,,7233.355605184154,,,0.0,5607,BEL,,
Luxembourg,Belgium,2021-07-29 22:30:58,50.0547,5.4677,31623,0,,31623.0,,11109.90099705591,,,0.0,5608,BEL,,
Namur,Belgium,2021-07-29 22:30:58,50.331,4.8221,60537,0,,60537.0,,12246.396601426188,,,0.0,5609,BEL,,
Unknown,Belgium,2021-07-29 22:30:58,,,21846,25231,,-3385.0,,,,,115.49482742836217,5610,BEL,,
Walloon Brabant,Belgium,2021-07-29 22:30:58,50.4,4.35,43243,0,,43243.0,,10714.347656956534,,,0.0,5611,BEL,,
West Flanders,Belgium,2021-07-29 22:30:58,51.0536,3.1458,101063,0,,101063.0,,8451.525176535128,,,0.0,5612,BEL,,
Acre,Brazil,2021-07-29 22:30:58,-9.0238,-70.812,87073,1798,83084,2191.0,,9872.949820565007,,,2.0649340208790323,7601,BRA,,
Alagoas,Brazil,2021-07-29 22:30:58,-9.5713,-36.782,229310,5785,220104,3421.0,,6871.006008646962,,,2.522785748549998,7602,BRA,,
Amapa,Brazil,2021-07-29 22:30:58,0.902,-52.003,121076,1905,102852,16319.0,,14316.135981771982,,,1.5733919191251775,7603,BRA,,
Amazonas,Brazil,2021-07-29 22:30:58,-3.4168,-65.8561,415846,13515,355314,47017.0,,10033.44836663251,,,3.2500012023681846,7604,BRA,,
Bahia,Brazil,2021-07-29 22:30:58,-12.5797,-41.7007,1190992,25674,1149787,15531.0,,8007.711121259211,,,2.155681986109059,7605,BRA,,
Ceara,Brazil,2021-07-29 22:30:58,-5.4984,-39.3206,917645,23488,639477,254680.0,,10048.589160101348,,,2.5595954862719243,7606,BRA,,
Distrito Federal,Brazil,2021-07-29 22:30:58,-15.7998,-47.8645,448666,9599,429408,9659.0,,14879.805045521658,,,2.13945340186241,7607,BRA,,
Espirito Santo,Brazil,2021-07-29 22:30:58,-19.1834,-40.3089,541800,11875,515859,14066.0,,13482.139524467171,,,2.191768180140273,7608,BRA,,
Goias,Brazil,2021-07-29 22:30:58,-15.827,-49.8362,737940,20685,691143,26112.0,,10514.431161494562,,,2.803073420603301,7609,BRA,,
Maranhao,Brazil,2021-07-29 22:30:58,-4.9609,-45.2744,336142,9607,289096,37439.0,,4751.002129839505,,,2.8580183374883235,7610,BRA,,
Mato Grosso,Brazil,2021-07-29 22:30:58,-12.6819,-56.9211,485161,12523,461784,10854.0,,13923.53950361404,,,2.5812050020508654,7611,BRA,,
Mato Grosso do Sul,Brazil,2021-07-29 22:30:58,-20.7722,-54.7852,354720,8910,334556,11254.0,,12764.368010490158,,,2.5118403247631935,7612,BRA,,
Minas Gerais,Brazil,2021-07-29 22:30:58,-18.5122,-44.555,1954421,50225,1835335,68861.0,,9232.55843944985,,,2.5698147942536433,7613,BRA,,
Para,Brazil,2021-07-29 22:30:58,-1.9981,-54.9306,571421,16011,532923,22487.0,,6642.217447327141,,,2.8019621259981693,7614,BRA,,
Paraiba,Brazil,2021-07-29 22:30:58,-7.24,-36.782,420593,8971,290624,120998.0,,10467.389408050069,,,2.1329408715789375,7615,BRA,,
Parana,Brazil,2021-07-29 22:30:58,-25.2521,-52.0215,1374352,35073,1007557,331722.0,,12019.915764944717,,,2.5519663084857447,7616,BRA,,
Pernambuco,Brazil,2021-07-29 22:30:58,-8.8137,-36.9541,588887,18736,508262,61889.0,,6161.793712738976,,,3.1815951107767706,7617,BRA,,
Piaui,Brazil,2021-07-29 22:30:58,-7.7183,-42.7289,308872,6829,300312,1731.0,,9436.314682727474,,,2.210948224507239,7618,BRA,,
Rio Grande do Norte,Brazil,2021-07-29 22:30:58,-5.4026,-36.9541,359201,7087,150649,201465.0,,10242.830252651023,,,1.9729900529230153,7620,BRA,,
Rio Grande do Sul,Brazil,2021-07-29 22:30:58,-30.0346,-51.2177,1361874,33246,1307463,21165.0,,11970.162532403512,,,2.4411950004185408,7621,BRA,,
Rio de Janeiro,Brazil,2021-07-29 22:30:58,-22.9068,-43.1729,1023940,58973,947587,17380.0,,5930.746484364298,,,5.759419497236166,7619,BRA,,
Rondonia,Brazil,2021-07-29 22:30:58,-11.5057,-63.5806,257513,6365,245126,6022.0,,14489.611613611107,,,2.4717198743364412,7622,BRA,,
Roraima,Brazil,2021-07-29 22:30:58,-2.7376,-62.0751,119572,1849,112425,5298.0,,19739.138042891504,,,1.5463486434951326,7623,BRA,,
Santa Catarina,Brazil,2021-07-29 22:30:58,-27.2423,-50.2189,1110742,17932,1077440,15370.0,,15502.789475417836,,,1.6144163090978823,7624,BRA,,
Sao Paulo,Brazil,2021-07-29 22:30:58,-23.5505,-46.6333,4038375,138436,3709071,190868.0,,8794.552779174499,,,3.4280125050298698,7625,BRA,,
